account_id,awg_engagement_rate,comment_engagement_rate,like_engagement_rate,followers,following,likes,top_videos,url,geografia,rango_edad_prioritario,porcentaje_mujeres,porcentaje_hombres,tópico 1,tópico 2,Rango de precio
xrb_010,0.1805699481865285,0.0041162924582613,0.1764536557282671,1737,76,31300,"https://www.tiktok.com/@xrb_010/video/7260117781541162267,https://www.tiktok.com/@xrb_010/video/7259721245955083546,https://www.tiktok.com/@xrb_010/video/7252072688007515419,https://www.tiktok.com/@xrb_010/video/7249735515375783195,https://www.tiktok.com/@xrb_010/video/7244622500565503259,https://www.tiktok.com/@xrb_010/video/7238757553507716378,https://www.tiktok.com/@xrb_010/video/7235783915296787739,https://www.tiktok.com/@xrb_010/video/7235255949890506011,https://www.tiktok.com/@xrb_010/video/7231936345525046554,https://www.tiktok.com/@xrb_010/video/7230973823254924570,https://www.tiktok.com/@xrb_010/video/7229103979257498906,https://www.tiktok.com/@xrb_010/video/7227422474739125530,https://www.tiktok.com/@xrb_010/video/7222052915475647749,https://www.tiktok.com/@xrb_010/video/7220760929779158278,https://www.tiktok.com/@xrb_010/video/7219840891828063494,https://www.tiktok.com/@xrb_010/video/7214917800836582682,https://www.tiktok.com/@xrb_010/video/7204578373060906246,https://www.tiktok.com/@xrb_010/video/7187377783251700998,https://www.tiktok.com/@xrb_010/video/7146144485636885766,https://www.tiktok.com/@xrb_010/video/7108330352061451525",https://www.tiktok.com/@xrb_010,"Catalunya, Barcelona",18-24,57.82,42.18,Moda y Belleza,Alimentación y Recetas,30 – 150€
soyon_on_fire,0.0134302822925577,0.0005774165953806,0.012852865697177,1336,1233,1025,"https://www.tiktok.com/@soyon_on_fire/video/7227764197122247944,https://www.tiktok.com/@soyon_on_fire/video/7227761888183078162,https://www.tiktok.com/@soyon_on_fire/video/7178513095881526529,https://www.tiktok.com/@soyon_on_fire/video/7171484423064489242,https://www.tiktok.com/@soyon_on_fire/video/7163995488759434522,https://www.tiktok.com/@soyon_on_fire/video/7163993385852767514,https://www.tiktok.com/@soyon_on_fire/video/7163991002036915483,https://www.tiktok.com/@soyon_on_fire/video/7163987389671574810,https://www.tiktok.com/@soyon_on_fire/video/7163987068035632410,https://www.tiktok.com/@soyon_on_fire/video/7154636064911625498,https://www.tiktok.com/@soyon_on_fire/video/7125343975870893338,https://www.tiktok.com/@soyon_on_fire/video/7099638230995209499,https://www.tiktok.com/@soyon_on_fire/video/7097158488215801115,https://www.tiktok.com/@soyon_on_fire/video/7096992274478894363,https://www.tiktok.com/@soyon_on_fire/video/7096853806847331611,https://www.tiktok.com/@soyon_on_fire/video/7096733173421198618,https://www.tiktok.com/@soyon_on_fire/video/7096378727172443418,https://www.tiktok.com/@soyon_on_fire/video/7096129762497760538,https://www.tiktok.com/@soyon_on_fire/video/7095941017882479898,https://www.tiktok.com/@soyon_on_fire/video/7095765473668631835,https://www.tiktok.com/@soyon_on_fire/video/7095681795768749339,https://www.tiktok.com/@soyon_on_fire/video/7095575352013098266,https://www.tiktok.com/@soyon_on_fire/video/7095354183796247835,https://www.tiktok.com/@soyon_on_fire/video/7095187662734118171,https://www.tiktok.com/@soyon_on_fire/video/7094838027561815322,https://www.tiktok.com/@soyon_on_fire/video/7094240079740275994,https://www.tiktok.com/@soyon_on_fire/video/7094204042473245978,https://www.tiktok.com/@soyon_on_fire/video/7092788514458242331,https://www.tiktok.com/@soyon_on_fire/video/7092581569675660570,https://www.tiktok.com/@soyon_on_fire/video/7092393384995818778,https://www.tiktok.com/@soyon_on_fire/video/7092215376951528731,https://www.tiktok.com/@soyon_on_fire/video/7091955952030649626,https://www.tiktok.com/@soyon_on_fire/video/7091885306030460187,https://www.tiktok.com/@soyon_on_fire/video/7091508725831208219,https://www.tiktok.com/@soyon_on_fire/video/7090192129162513691",https://www.tiktok.com/@soyon_on_fire,"Extremadura, Badajoz",35-44,68.52,31.48,Cine y Series,Videojuegos,30 – 150€
laurenwolfe,0.0805659428571428,0.0001601428571428,0.0804058,1000000,786,92300000,"https://www.tiktok.com/@laurenwolfe/video/7265130434877459754,https://www.tiktok.com/@laurenwolfe/video/7264762332755086634,https://www.tiktok.com/@laurenwolfe/video/7264361885527641390,https://www.tiktok.com/@laurenwolfe/video/7263534842959138090,https://www.tiktok.com/@laurenwolfe/video/7261613926792645930,https://www.tiktok.com/@laurenwolfe/video/7261347811902541102,https://www.tiktok.com/@laurenwolfe/video/7260995478488354094,https://www.tiktok.com/@laurenwolfe/video/7260648455633194286,https://www.tiktok.com/@laurenwolfe/video/7260501738568879402,https://www.tiktok.com/@laurenwolfe/video/7260134200949476650,https://www.tiktok.com/@laurenwolfe/video/7259935406748142891,https://www.tiktok.com/@laurenwolfe/video/7259169824138480939,https://www.tiktok.com/@laurenwolfe/video/7259001721194630443,https://www.tiktok.com/@laurenwolfe/video/7258623772578663722,https://www.tiktok.com/@laurenwolfe/video/7258054267758660910,https://www.tiktok.com/@laurenwolfe/video/7257858475064036651,https://www.tiktok.com/@laurenwolfe/video/7257674583967403310,https://www.tiktok.com/@laurenwolfe/video/7257328292393405742,https://www.tiktok.com/@laurenwolfe/video/7257164997661478190,https://www.tiktok.com/@laurenwolfe/video/7256129239966059819,https://www.tiktok.com/@laurenwolfe/video/7255807774762896686,https://www.tiktok.com/@laurenwolfe/video/7255386266966002986,https://www.tiktok.com/@laurenwolfe/video/7254677963088645419,https://www.tiktok.com/@laurenwolfe/video/7254676816445607210,https://www.tiktok.com/@laurenwolfe/video/7254640941858901294,https://www.tiktok.com/@laurenwolfe/video/7254219349861387562,https://www.tiktok.com/@laurenwolfe/video/7253955780502834478,https://www.tiktok.com/@laurenwolfe/video/7253461436683308331,https://www.tiktok.com/@laurenwolfe/video/7253431476342050091,https://www.tiktok.com/@laurenwolfe/video/7250994482584374570,https://www.tiktok.com/@laurenwolfe/video/7250584187911130410,https://www.tiktok.com/@laurenwolfe/video/7250502063979859246,https://www.tiktok.com/@laurenwolfe/video/7249446250699885866,https://www.tiktok.com/@laurenwolfe/video/7249441996916575534,https://www.tiktok.com/@laurenwolfe/video/7249059153103195438",https://www.tiktok.com/@undefined,"Murcia, Murcia",25-34,80.4,19.6,Inteligencia Artificial,Ciencia y Tecnología,"1,500 – 7,000€"
mybeautifulfantasy,0.0026681110576151,0.0001404268977692,0.0025276841598459,6231,4459,29500,"https://www.tiktok.com/@mybeautifulfantasy/video/7082198179449621806,https://www.tiktok.com/@mybeautifulfantasy/video/7082123178247523630,https://www.tiktok.com/@mybeautifulfantasy/video/7081678237419441454,https://www.tiktok.com/@mybeautifulfantasy/video/7081481574709071147,https://www.tiktok.com/@mybeautifulfantasy/video/7081384414818733354,https://www.tiktok.com/@mybeautifulfantasy/video/7081080028297186606,https://www.tiktok.com/@mybeautifulfantasy/video/7081075398653644074,https://www.tiktok.com/@mybeautifulfantasy/video/7081068198912691499,https://www.tiktok.com/@mybeautifulfantasy/video/7079929094799904046,https://www.tiktok.com/@mybeautifulfantasy/video/7079860168539786542,https://www.tiktok.com/@mybeautifulfantasy/video/7079609189185850670,https://www.tiktok.com/@mybeautifulfantasy/video/7079249460466912555,https://www.tiktok.com/@mybeautifulfantasy/video/7079179026090200363,https://www.tiktok.com/@mybeautifulfantasy/video/7078878127778237739,https://www.tiktok.com/@mybeautifulfantasy/video/7078831889733242155,https://www.tiktok.com/@mybeautifulfantasy/video/7078749210513919275,https://www.tiktok.com/@mybeautifulfantasy/video/7078433228377443627,https://www.tiktok.com/@mybeautifulfantasy/video/7077977049389960494,https://www.tiktok.com/@mybeautifulfantasy/video/7077974771807604014,https://www.tiktok.com/@mybeautifulfantasy/video/7076632764568685867,https://www.tiktok.com/@mybeautifulfantasy/video/7076500530276617515,https://www.tiktok.com/@mybeautifulfantasy/video/7076499903819582762,https://www.tiktok.com/@mybeautifulfantasy/video/7076187040945130798,https://www.tiktok.com/@mybeautifulfantasy/video/7076066371129412907,https://www.tiktok.com/@mybeautifulfantasy/video/7075914538134146350,https://www.tiktok.com/@mybeautifulfantasy/video/7075875528590347563,https://www.tiktok.com/@mybeautifulfantasy/video/7075870524437482794,https://www.tiktok.com/@mybeautifulfantasy/video/7075868417730809131,https://www.tiktok.com/@mybeautifulfantasy/video/7075868144190967082,https://www.tiktok.com/@mybeautifulfantasy/video/7072570679207447850,https://www.tiktok.com/@mybeautifulfantasy/video/7072195568369454378,https://www.tiktok.com/@mybeautifulfantasy/video/7072170381154585902",https://www.tiktok.com/@undefined,"La Rioja, Logroño",25-34,51.69,48.31,Psicología,Relaciones y Sexualidad,30 – 150€
itshoneydone,0.054739548246483,0.0002993857737269,0.054440162472756,288400,120,2300000,"https://www.tiktok.com/@itshoneydone/video/7265345355565288747,https://www.tiktok.com/@itshoneydone/video/7265044195260321067,https://www.tiktok.com/@itshoneydone/video/7262404778481765674,https://www.tiktok.com/@itshoneydone/video/7258342072082664750,https://www.tiktok.com/@itshoneydone/video/7254926639006551338,https://www.tiktok.com/@itshoneydone/video/7254925584248196398,https://www.tiktok.com/@itshoneydone/video/7254923393349193003,https://www.tiktok.com/@itshoneydone/video/7254922643231575339,https://www.tiktok.com/@itshoneydone/video/7254714595091270954,https://www.tiktok.com/@itshoneydone/video/7254610887405833514,https://www.tiktok.com/@itshoneydone/video/7254609407374347563,https://www.tiktok.com/@itshoneydone/video/7254603839721000235,https://www.tiktok.com/@itshoneydone/video/7254602169033428270,https://www.tiktok.com/@itshoneydone/video/7254599258848955691,https://www.tiktok.com/@itshoneydone/video/7243102520770383146,https://www.tiktok.com/@itshoneydone/video/7243086242630389034,https://www.tiktok.com/@itshoneydone/video/7243064263378619691,https://www.tiktok.com/@itshoneydone/video/7243043764984630574,https://www.tiktok.com/@itshoneydone/video/7243040165168516394,https://www.tiktok.com/@itshoneydone/video/7242751840150916394,https://www.tiktok.com/@itshoneydone/video/7242357649101245742,https://www.tiktok.com/@itshoneydone/video/7242070152093846830,https://www.tiktok.com/@itshoneydone/video/7242017688229285166,https://www.tiktok.com/@itshoneydone/video/7241641122433469739,https://www.tiktok.com/@itshoneydone/video/7241212404988759338,https://www.tiktok.com/@itshoneydone/video/7239785798130863402,https://www.tiktok.com/@itshoneydone/video/7239784956799716654,https://www.tiktok.com/@itshoneydone/video/7209495912060570923,https://www.tiktok.com/@itshoneydone/video/7209494525264301354,https://www.tiktok.com/@itshoneydone/video/7209493679571029291,https://www.tiktok.com/@itshoneydone/video/7209492049425452331,https://www.tiktok.com/@itshoneydone/video/7209489870962806062,https://www.tiktok.com/@itshoneydone/video/7209488007521471787,https://www.tiktok.com/@itshoneydone/video/7207540815667842350,https://www.tiktok.com/@itshoneydone/video/7207497110235696427",https://www.tiktok.com/@undefined,"Madrid, Madrid",18-24,67.58,32.42,Emprendimiento,Negocios y Finanzas,"1,500 – 7,000€"
curlyheadkay3,0.1853172817281728,0.000512301230123,0.1848049804980498,40400,1132,248700,"https://www.tiktok.com/@curlyheadkay3/video/7257415242894937390,https://www.tiktok.com/@curlyheadkay3/video/7255151250747034923,https://www.tiktok.com/@curlyheadkay3/video/7252556896735989034,https://www.tiktok.com/@curlyheadkay3/video/7245132201103330603,https://www.tiktok.com/@curlyheadkay3/video/7239444199936970027,https://www.tiktok.com/@curlyheadkay3/video/7236949964922932522,https://www.tiktok.com/@curlyheadkay3/video/7235011669590691118,https://www.tiktok.com/@curlyheadkay3/video/7232420806721047850,https://www.tiktok.com/@curlyheadkay3/video/7222799040579128622,https://www.tiktok.com/@curlyheadkay3/video/7199719614354378026,https://www.tiktok.com/@curlyheadkay3/video/7199500012315741483,https://www.tiktok.com/@curlyheadkay3/video/7197554486616050990,https://www.tiktok.com/@curlyheadkay3/video/7197268659931286826,https://www.tiktok.com/@curlyheadkay3/video/7196542186253602091,https://www.tiktok.com/@curlyheadkay3/video/7193758512651046187,https://www.tiktok.com/@curlyheadkay3/video/7193449166759120170,https://www.tiktok.com/@curlyheadkay3/video/7192448322479901998,https://www.tiktok.com/@curlyheadkay3/video/7187561307023936810,https://www.tiktok.com/@curlyheadkay3/video/7180836093472853291,https://www.tiktok.com/@curlyheadkay3/video/7167935066482707758,https://www.tiktok.com/@curlyheadkay3/video/7131828772038380842,https://www.tiktok.com/@curlyheadkay3/video/7096308538217155886,https://www.tiktok.com/@curlyheadkay3/video/7094283642310102314,https://www.tiktok.com/@curlyheadkay3/video/7093251621815127342,https://www.tiktok.com/@curlyheadkay3/video/7087958339287584043,https://www.tiktok.com/@curlyheadkay3/video/7087745741325765934,https://www.tiktok.com/@curlyheadkay3/video/7077528427607166251,https://www.tiktok.com/@curlyheadkay3/video/7076845368297753898,https://www.tiktok.com/@curlyheadkay3/video/7050547072814091567,https://www.tiktok.com/@curlyheadkay3/video/7023331565782453510,https://www.tiktok.com/@curlyheadkay3/video/6953583262153346309,https://www.tiktok.com/@curlyheadkay3/video/6948777038216056070,https://www.tiktok.com/@curlyheadkay3/video/6851673000270449926",https://www.tiktok.com/@undefined,"Asturias, Oviedo",45-54,65.93,34.07,Noticias y Actualidad,Medio Ambiente,150 – 500€
ryanmarkparsons,0.0190083842483164,0.0001803951300004,0.018827989118316,131900,69,4400000,"https://www.tiktok.com/@ryanmarkparsons/video/7265247080120077601,https://www.tiktok.com/@ryanmarkparsons/video/7264983756275060001,https://www.tiktok.com/@ryanmarkparsons/video/7264576027744144673,https://www.tiktok.com/@ryanmarkparsons/video/7264310294762097953,https://www.tiktok.com/@ryanmarkparsons/video/7263891573648182560,https://www.tiktok.com/@ryanmarkparsons/video/7261336932276309275,https://www.tiktok.com/@ryanmarkparsons/video/7260887331576515866,https://www.tiktok.com/@ryanmarkparsons/video/7260213210404424986,https://www.tiktok.com/@ryanmarkparsons/video/7260113713141779738,https://www.tiktok.com/@ryanmarkparsons/video/7258644927175757083,https://www.tiktok.com/@ryanmarkparsons/video/7255244158120643866,https://www.tiktok.com/@ryanmarkparsons/video/7250940629427965211,https://www.tiktok.com/@ryanmarkparsons/video/7237820190082321691,https://www.tiktok.com/@ryanmarkparsons/video/7226456107609345306,https://www.tiktok.com/@ryanmarkparsons/video/7226062692967025946,https://www.tiktok.com/@ryanmarkparsons/video/7225628360284638490,https://www.tiktok.com/@ryanmarkparsons/video/7224899388366146843,https://www.tiktok.com/@ryanmarkparsons/video/7224850077175647514,https://www.tiktok.com/@ryanmarkparsons/video/7219012963288534278,https://www.tiktok.com/@ryanmarkparsons/video/7218188858087755013,https://www.tiktok.com/@ryanmarkparsons/video/7216019526251465990,https://www.tiktok.com/@ryanmarkparsons/video/7211161708633787654,https://www.tiktok.com/@ryanmarkparsons/video/7194886600696892678,https://www.tiktok.com/@ryanmarkparsons/video/7194506853039049989,https://www.tiktok.com/@ryanmarkparsons/video/7192313685510065414,https://www.tiktok.com/@ryanmarkparsons/video/7192212189019671814,https://www.tiktok.com/@ryanmarkparsons/video/7187834036444794118,https://www.tiktok.com/@ryanmarkparsons/video/7187478535806749958,https://www.tiktok.com/@ryanmarkparsons/video/7184467658774039814,https://www.tiktok.com/@ryanmarkparsons/video/7181518827312794886,https://www.tiktok.com/@ryanmarkparsons/video/7180822695129451781,https://www.tiktok.com/@ryanmarkparsons/video/7175207279828995333,https://www.tiktok.com/@ryanmarkparsons/video/7168554062055607558,https://www.tiktok.com/@ryanmarkparsons/video/7165484959594040581",https://www.tiktok.com/@undefined,"Islas Canarias, Las Palmas",25-34,74.21,25.79,Relaciones y Sexualidad,Psicología,"500 – 1,500€"
a3536363773,6.25,0.0277777777777777,6.222222222222221,5267,151,8064,"https://www.tiktok.com/@a3536363773/video/7108085973191249153,https://www.tiktok.com/@a3536363773/video/7105409586479287553,https://www.tiktok.com/@a3536363773/video/7102015840366710018,https://www.tiktok.com/@a3536363773/video/7098318722468711682,https://www.tiktok.com/@a3536363773/video/7095293368334421249,https://www.tiktok.com/@a3536363773/video/7092129935476739329,https://www.tiktok.com/@a3536363773/video/7087703213838716162,https://www.tiktok.com/@a3536363773/video/7087348281902189826,https://www.tiktok.com/@a3536363773/video/7085027648270765313",https://www.tiktok.com/@a3536363773,"Asturias, Oviedo",55+,65.03,34.97,Medio Ambiente,Animales,30 – 150€
a.oakley03,0.1879139072847682,0.0043046357615894,0.1836092715231788,974,5481,10100,"https://www.tiktok.com/@a.oakley03/video/7260659572665257259,https://www.tiktok.com/@a.oakley03/video/7254929297679551790,https://www.tiktok.com/@a.oakley03/video/7254017958920342826,https://www.tiktok.com/@a.oakley03/video/7251031669388479787,https://www.tiktok.com/@a.oakley03/video/7243850238023241003,https://www.tiktok.com/@a.oakley03/video/7233045054330457390,https://www.tiktok.com/@a.oakley03/video/7225639860156124462,https://www.tiktok.com/@a.oakley03/video/7221706739165728046,https://www.tiktok.com/@a.oakley03/video/7216965562424053038,https://www.tiktok.com/@a.oakley03/video/7213209237575666990,https://www.tiktok.com/@a.oakley03/video/7212735191440182571,https://www.tiktok.com/@a.oakley03/video/7189065543461195051,https://www.tiktok.com/@a.oakley03/video/7170385345089981739,https://www.tiktok.com/@a.oakley03/video/7168348411551403307,https://www.tiktok.com/@a.oakley03/video/7156425550339329323,https://www.tiktok.com/@a.oakley03/video/7071709859494006062",https://www.tiktok.com/@a.oakley03,"Islas Baleares, Palma",35-44,77.95,22.05,Inteligencia Artificial,Ciencia y Tecnología,30 – 150€
_lipsticklinz,0.0227654584221748,0.001412935323383,0.0213525230987917,80400,328,591400,"https://www.tiktok.com/@_lipsticklinz/video/7041275538501029167,https://www.tiktok.com/@_lipsticklinz/video/7011186444932861190,https://www.tiktok.com/@_lipsticklinz/video/7010830755953741062,https://www.tiktok.com/@_lipsticklinz/video/7003080186719669509,https://www.tiktok.com/@_lipsticklinz/video/7002650353594305797,https://www.tiktok.com/@_lipsticklinz/video/6974150343064096005,https://www.tiktok.com/@_lipsticklinz/video/6969967228733148422,https://www.tiktok.com/@_lipsticklinz/video/6969728176402599173,https://www.tiktok.com/@_lipsticklinz/video/6967376775202475270,https://www.tiktok.com/@_lipsticklinz/video/6964465640824491269,https://www.tiktok.com/@_lipsticklinz/video/6958511684831005957,https://www.tiktok.com/@_lipsticklinz/video/6958179322498731270,https://www.tiktok.com/@_lipsticklinz/video/6957740998290197766,https://www.tiktok.com/@_lipsticklinz/video/6956709988085583110,https://www.tiktok.com/@_lipsticklinz/video/6955566363993705733,https://www.tiktok.com/@_lipsticklinz/video/6954872057326750982,https://www.tiktok.com/@_lipsticklinz/video/6953763633474129157,https://www.tiktok.com/@_lipsticklinz/video/6953392575428431110,https://www.tiktok.com/@_lipsticklinz/video/6952977797522509062,https://www.tiktok.com/@_lipsticklinz/video/6952297814512766214,https://www.tiktok.com/@_lipsticklinz/video/6952237790100802822,https://www.tiktok.com/@_lipsticklinz/video/6951806872252927238,https://www.tiktok.com/@_lipsticklinz/video/6951461652311117062,https://www.tiktok.com/@_lipsticklinz/video/6950358475704683781,https://www.tiktok.com/@_lipsticklinz/video/6949611939077164293,https://www.tiktok.com/@_lipsticklinz/video/6947764724557679877,https://www.tiktok.com/@_lipsticklinz/video/6947345172573359366,https://www.tiktok.com/@_lipsticklinz/video/6945942497461996805,https://www.tiktok.com/@_lipsticklinz/video/6945532837898505478,https://www.tiktok.com/@_lipsticklinz/video/6941472603513130246,https://www.tiktok.com/@_lipsticklinz/video/6941122639184350469,https://www.tiktok.com/@_lipsticklinz/video/6940374983034031365,https://www.tiktok.com/@_lipsticklinz/video/6939536311745400070,https://www.tiktok.com/@_lipsticklinz/video/6938879559009930502,https://www.tiktok.com/@_lipsticklinz/video/6938878906946702598",https://www.tiktok.com/@undefined,"Castilla-La Mancha, Toledo",35-44,63.85,36.15,Inteligencia Artificial,Ciencia y Tecnología,"500 – 1,500€"
lottaavacada,0.9325204991087344,0.0115472370766488,0.9209732620320856,33000,183,1100000,"https://www.tiktok.com/@lottaavacada/video/7040137087160732974,https://www.tiktok.com/@lottaavacada/video/6958553567741349126,https://www.tiktok.com/@lottaavacada/video/6932214561084886278,https://www.tiktok.com/@lottaavacada/video/6874649146213584133,https://www.tiktok.com/@lottaavacada/video/6806876784919923973,https://www.tiktok.com/@lottaavacada/video/6800198617685642502,https://www.tiktok.com/@lottaavacada/video/6750704988210597125,https://www.tiktok.com/@lottaavacada/video/6749661125719198982,https://www.tiktok.com/@lottaavacada/video/6740023039016045829,https://www.tiktok.com/@lottaavacada/video/6723744137188822278,https://www.tiktok.com/@lottaavacada/video/6722579574590377222,https://www.tiktok.com/@lottaavacada/video/6717765248041995526,https://www.tiktok.com/@lottaavacada/video/6717759492588621062,https://www.tiktok.com/@lottaavacada/video/6709612472677960965,https://www.tiktok.com/@lottaavacada/video/6707008873821129989,https://www.tiktok.com/@lottaavacada/video/6706188085987642630,https://www.tiktok.com/@lottaavacada/video/6701738127825833221,https://www.tiktok.com/@lottaavacada/video/6689927800079518982,https://www.tiktok.com/@lottaavacada/video/6684678943192141061,https://www.tiktok.com/@lottaavacada/video/6682199692341677317,https://www.tiktok.com/@lottaavacada/video/6675459995871497477,https://www.tiktok.com/@lottaavacada/video/6674411289340546310,https://www.tiktok.com/@lottaavacada/video/6669230622654876934,https://www.tiktok.com/@lottaavacada/video/6668441575514705158,https://www.tiktok.com/@lottaavacada/video/6667986971106741510,https://www.tiktok.com/@lottaavacada/video/6667321999078984965,https://www.tiktok.com/@lottaavacada/video/6667259853167136006,https://www.tiktok.com/@lottaavacada/video/6664640225907576070,https://www.tiktok.com/@lottaavacada/video/6662474870179237126,https://www.tiktok.com/@lottaavacada/video/6654597192034045190,https://www.tiktok.com/@lottaavacada/video/6653582647782018309,https://www.tiktok.com/@lottaavacada/video/6652083515141655813,https://www.tiktok.com/@lottaavacada/video/6652034813018508550,https://www.tiktok.com/@lottaavacada/video/6651649337723981061",https://www.tiktok.com/@undefined,"Comunidad Valenciana, Valencia",25-34,55.9,44.1,Ciencia y Tecnología,Inteligencia Artificial,150 – 500€
1305.daniel,0.6328283281039893,0.0086060062752129,0.6242223218287763,2231,878,49500,"https://www.tiktok.com/@1305.daniel/video/7265869896565738794,https://www.tiktok.com/@1305.daniel/video/7257418177389464878,https://www.tiktok.com/@1305.daniel/video/7256288941261770026,https://www.tiktok.com/@1305.daniel/video/7242563383160048938,https://www.tiktok.com/@1305.daniel/video/7227722311493750058,https://www.tiktok.com/@1305.daniel/video/7131923731261263146,https://www.tiktok.com/@1305.daniel/video/7109616617457356078,https://www.tiktok.com/@1305.daniel/video/7108948522585689387,https://www.tiktok.com/@1305.daniel/video/7092208541758393642,https://www.tiktok.com/@1305.daniel/video/7090636025831148846,https://www.tiktok.com/@1305.daniel/video/7089607391544790318,https://www.tiktok.com/@1305.daniel/video/7089230225501883691,https://www.tiktok.com/@1305.daniel/video/7088834854388829483,https://www.tiktok.com/@1305.daniel/video/7087748692265946410,https://www.tiktok.com/@1305.daniel/video/7065463206436785454,https://www.tiktok.com/@1305.daniel/video/7053264788729908526,https://www.tiktok.com/@1305.daniel/video/7052096652244651310,https://www.tiktok.com/@1305.daniel/video/7051739534848986414,https://www.tiktok.com/@1305.daniel/video/7051014788767419695,https://www.tiktok.com/@1305.daniel/video/7040592037636525358,https://www.tiktok.com/@1305.daniel/video/7033985035044818223,https://www.tiktok.com/@1305.daniel/video/7026195300872293679,https://www.tiktok.com/@1305.daniel/video/7016532421541645574,https://www.tiktok.com/@1305.daniel/video/6987995444076907782,https://www.tiktok.com/@1305.daniel/video/6955579193723718918",https://www.tiktok.com/@undefined,"Castilla y León, Valladolid",35-44,81.99,18.01,Negocios y Finanzas,Inteligencia Artificial,30 – 150€
dkanik34,0.0517387377215761,0.00666139776448,0.045077339957096,1042,1423,1717,"https://www.tiktok.com/@dkanik34/video/7139535624654048539,https://www.tiktok.com/@dkanik34/video/7082334142007872795,https://www.tiktok.com/@dkanik34/video/7081896923103366426,https://www.tiktok.com/@dkanik34/video/7075012364977884443,https://www.tiktok.com/@dkanik34/video/7075011150861159706,https://www.tiktok.com/@dkanik34/video/7075009906608180507,https://www.tiktok.com/@dkanik34/video/7073779528732003610,https://www.tiktok.com/@dkanik34/video/7071249621183434010,https://www.tiktok.com/@dkanik34/video/7071246745107320090,https://www.tiktok.com/@dkanik34/video/7054537625499094298,https://www.tiktok.com/@dkanik34/video/7053926798500973826,https://www.tiktok.com/@dkanik34/video/7053776755349359874,https://www.tiktok.com/@dkanik34/video/7053132813410831617,https://www.tiktok.com/@dkanik34/video/7053126403335785729,https://www.tiktok.com/@dkanik34/video/7052494116466281730,https://www.tiktok.com/@dkanik34/video/7051257641187675394,https://www.tiktok.com/@dkanik34/video/7050768032720784641,https://www.tiktok.com/@dkanik34/video/7050696682232761602,https://www.tiktok.com/@dkanik34/video/7049364170743057666,https://www.tiktok.com/@dkanik34/video/7048480513815792897,https://www.tiktok.com/@dkanik34/video/7047550656390974722,https://www.tiktok.com/@dkanik34/video/7047549980713700609,https://www.tiktok.com/@dkanik34/video/7047190179253128450,https://www.tiktok.com/@dkanik34/video/7047180709621992706,https://www.tiktok.com/@dkanik34/video/7046677258291006721,https://www.tiktok.com/@dkanik34/video/7046117416639778049,https://www.tiktok.com/@dkanik34/video/7046110291465080065,https://www.tiktok.com/@dkanik34/video/7045621750951939330,https://www.tiktok.com/@dkanik34/video/7045619548120173825,https://www.tiktok.com/@dkanik34/video/7045334507255254273,https://www.tiktok.com/@dkanik34/video/7045276413036875009,https://www.tiktok.com/@dkanik34/video/7045269232329837825,https://www.tiktok.com/@dkanik34/video/7045220817357032706,https://www.tiktok.com/@dkanik34/video/7045161165525126402",https://www.tiktok.com/@dkanik34,"Navarra, Pamplona",18-24,78.12,21.88,Alimentación y Recetas,Viajes,30 – 150€
jessicaw521,0.0454334626412548,0.0052285376960701,0.0402049249451846,1694,1673,2387,"https://www.tiktok.com/@jessicaw521/video/7108744366876921130,https://www.tiktok.com/@jessicaw521/video/7060972258185219374,https://www.tiktok.com/@jessicaw521/video/7053900344144710918,https://www.tiktok.com/@jessicaw521/video/7053898880731139333,https://www.tiktok.com/@jessicaw521/video/7053897806733430022,https://www.tiktok.com/@jessicaw521/video/7051393331695373614,https://www.tiktok.com/@jessicaw521/video/6992641143414525189,https://www.tiktok.com/@jessicaw521/video/6992640966700125445,https://www.tiktok.com/@jessicaw521/video/6990403802658622726,https://www.tiktok.com/@jessicaw521/video/6990107932872461574,https://www.tiktok.com/@jessicaw521/video/6990107660083334405,https://www.tiktok.com/@jessicaw521/video/6990050785446874374,https://www.tiktok.com/@jessicaw521/video/6990027160782163205,https://www.tiktok.com/@jessicaw521/video/6989285625119689990,https://www.tiktok.com/@jessicaw521/video/6989283675066174725,https://www.tiktok.com/@jessicaw521/video/6989263167054531845,https://www.tiktok.com/@jessicaw521/video/6988642120999472390,https://www.tiktok.com/@jessicaw521/video/6987432920415849733,https://www.tiktok.com/@jessicaw521/video/6987402430170352901,https://www.tiktok.com/@jessicaw521/video/6987368661363264774,https://www.tiktok.com/@jessicaw521/video/6981791523692137734,https://www.tiktok.com/@jessicaw521/video/6980706397680078086,https://www.tiktok.com/@jessicaw521/video/6979641016869506309,https://www.tiktok.com/@jessicaw521/video/6977512566717238533,https://www.tiktok.com/@jessicaw521/video/6977507242362817797,https://www.tiktok.com/@jessicaw521/video/6976990838958181638,https://www.tiktok.com/@jessicaw521/video/6976989945273535750,https://www.tiktok.com/@jessicaw521/video/6976985945983831301",https://www.tiktok.com/@jessicaw521,"Islas Baleares, Palma",25-34,57.98,42.02,Deportes,Salud y Bienestar,30 – 150€
